"","SHOP ID","SALES PERSON ID","ITEM NR","PRICE","QUANTITY","REVENUE","DATE"
"2151","LAAU6602","AU-HG923","LCS-461-035",7.45,7,52.15,2016-06-22
"2152","SELL8603","LL-RS639","LTP-429-116",7.45,10,74.5,2016-06-08
"2153","NYML7932","ML-JM463","RFG-388-575",4.65,14,65.1,2016-11-13
"2154","CHHF4589","HF-NP429","RSI-802-493",6.15,13,79.95,2016-03-04
"2155","SFSW1840","SW-TH205","RMG-199-201",5.65,4,22.6,2016-04-15
"2156","NYFL0152","FL-SS827","LZD-622-073",8.89,4,35.56,2016-11-30
"2157","SFSW1840","SW-RR501","LCS-461-035",7.45,3,22.35,2016-08-23
"2158","NYFL0152","FL-SS827","RBI-513-811",5.25,8,42,2016-08-21
"2159","SFSW1840","SW-TH205","RFG-388-575",4.65,14,65.1,2016-08-13
"2160","CHHF4589","HF-NP429","RFG-388-575",4.65,1,4.65,2016-02-09
"2161","SFSW1840","SW-TH205","ODD-114-017",9.99,2,19.98,2016-01-11
"2162","LAAU6602","AU-HG923","OMG-175-129",11.29,2,22.58,2016-02-02
"2163","CHHF4589","HF-NP429","ORT-307-942",10.49,1,10.49,2016-09-07
"2164","MIFK9547","FK-NF048","RMG-199-201",5.65,15,84.75,2016-12-12
"2165","CHHF4589","HF-NP429","ORT-307-942",10.49,16,167.84,2016-09-15
"2166","CHHF4589","HF-NP429","LZD-622-073",8.89,13,115.57,2016-03-27
"2167","NYML7932","ML-NB362","RMG-199-201",5.65,8,45.2,2016-09-03
"2168","NYFL0152","FL-TL942","LTP-429-116",7.45,16,119.2,2016-11-11
"2169","MIFK9547","FK-NF048","LCS-461-035",7.45,16,119.2,2016-02-03
"2170","LAAU6602","AU-HJ434","OMG-175-129",11.29,5,56.45,2016-06-02
"2171","SELL8603","LL-PS563","RSI-802-493",6.15,17,104.55,2016-09-19
"2172","SFSW1840","SW-TH205","RBI-513-811",5.25,12,63,2016-08-21
"2173","NYFL0152","FL-SS827","ORT-307-942",10.49,1,10.49,2016-12-27
"2174","SELL8603","LL-RS639","RMG-199-201",5.65,8,45.2,2016-09-30
"2175","NYML7932","ML-JM463","RMG-199-201",5.65,12,67.8,2016-11-06
"2176","SFSW1840","SW-TH205","ORT-307-942",10.49,12,125.88,2016-02-13
"2177","CHHF4589","HF-NP429","RSI-802-493",6.15,9,55.35,2016-06-04
"2178","CHHF4589","HF-NP429","RMG-199-201",5.65,2,11.3,2016-10-10
"2179","CHHF4589","HF-NP429","LPM-704-265",6.99,9,62.91,2016-12-25
"2180","AUWL7026","WL-DT369","ORT-307-942",10.49,7,73.43,2016-12-06
"2181","NYFL0152","FL-TS704","LCS-461-035",7.45,11,81.95,2016-07-24
"2182","CHHF4589","HF-NP429","LTP-429-116",7.45,16,119.2,2016-05-16
"2183","CHHF4589","HF-NP429","RMG-199-201",5.65,9,50.85,2016-10-11
"2184","MIFK9547","FK-PB337","LZD-622-073",8.89,17,151.13,2016-10-30
"2185","SELL8603","LL-AH674","LPM-704-265",6.99,8,55.92,2016-12-31
"2186","MIFK9547","FK-NF048","OBD-573-022",11.79,2,23.58,2016-08-16
"2187","AUWL7026","WL-DT369","RMG-199-201",5.65,11,62.15,2016-01-11
"2188","SFSW1840","SW-TH205","RSI-802-493",6.15,3,18.45,2016-02-29
"2189","CHHF4589","HF-NP429","RSI-802-493",6.15,13,79.95,2016-08-22
"2190","NYML7932","ML-RG223","LCS-461-035",7.45,2,14.9,2016-07-30
"2191","SFSW1840","SW-TH205","RFG-388-575",4.65,10,46.5,2016-04-23
"2192","CHHF4589","HF-NP429","RBI-513-811",5.25,16,84,2016-07-22
"2193","LAAU6602","AU-HJ434","LCS-461-035",7.45,12,89.4,2016-11-07
"2194","MIFK9547","FK-NF048","LPM-704-265",6.99,3,20.97,2016-06-22
"2195","NYFL0152","FL-TL942","LPM-704-265",6.99,13,90.87,2016-05-29
"2196","SFSW1840","SW-TH205","ODD-114-017",9.99,13,129.87,2016-08-15
"2197","CHHF4589","HF-NP429","RFG-388-575",4.65,6,27.9,2016-12-01
"2198","NYML7932","ML-RG223","LPM-704-265",6.99,2,13.98,2016-01-26
"2199","SELL8603","LL-PS563","RMG-199-201",5.65,11,62.15,2016-03-19
"2200","SELL8603","LL-AJ284","LZD-622-073",8.89,11,97.79,2016-05-31
"2201","NYML7932","ML-NB362","LZD-622-073",8.89,11,97.79,2016-03-15
"2202","SELL8603","LL-AJ284","RBI-513-811",5.25,16,84,2016-10-30
"2203","SFSW1840","SW-TH205","LZD-622-073",8.89,17,151.13,2016-06-06
"2204","SELL8603","LL-AH674","RSI-802-493",6.15,11,67.65,2016-04-08
"2205","SELL8603","LL-RS639","RSI-802-493",6.15,5,30.75,2016-08-01
"2206","CHHF4589","HF-JP738","LZD-622-073",8.89,1,8.89,2016-07-17
"2207","LAAU6602","AU-HJ434","RFG-388-575",4.65,7,32.55,2016-02-08
"2208","SELL8603","LL-AH674","LTP-429-116",7.45,9,67.05,2016-08-28
"2209","LAAU6602","AU-HG923","RSI-802-493",6.15,10,61.5,2016-12-16
"2210","SELL8603","LL-AJ284","RSI-802-493",6.15,4,24.6,2016-01-18
"2211","SFSW1840","SW-RR501","OMG-175-129",11.29,12,135.48,2016-01-01
"2212","SFSW1840","SW-TH205","LZD-622-073",8.89,11,97.79,2016-12-16
"2213","SFSW1840","SW-TH205","RSI-802-493",6.15,3,18.45,2016-02-02
"2214","SFSW1840","SW-TH205","LPM-704-265",6.99,15,104.85,2016-02-11
"2215","SELL8603","LL-AJ284","LZD-622-073",8.89,8,71.12,2016-09-06
"2216","CHHF4589","HF-NP429","LPM-704-265",6.99,7,48.93,2016-06-25
"2217","LAAU6602","AU-HJ434","ODD-114-017",9.99,13,129.87,2016-01-05
"2218","CHHF4589","HF-NP429","RMG-199-201",5.65,4,22.6,2016-12-13
"2219","CHHF4589","HF-NP429","LPM-704-265",6.99,12,83.88,2016-04-07
"2220","NYML7932","ML-RG223","RFG-388-575",4.65,11,51.15,2016-11-03
"2221","SELL8603","LL-RS639","LZD-622-073",8.89,2,17.78,2016-01-09
"2222","SELL8603","LL-PS563","LZD-622-073",8.89,4,35.56,2016-06-11
"2223","NYML7932","ML-RG223","RFG-388-575",4.65,15,69.75,2016-12-18
"2224","SFSW1840","SW-TH205","RFG-388-575",4.65,6,27.9,2016-01-10
"2225","CHHF4589","HF-NP429","LZD-622-073",8.89,10,88.9,2016-03-07
"2226","CHHF4589","HF-NP429","LPM-704-265",6.99,3,20.97,2016-07-18
"2227","CHHF4589","HF-NP429","LCS-461-035",7.45,8,59.6,2016-10-25
"2228","CHHF4589","HF-NP429","RFG-388-575",4.65,6,27.9,2016-09-07
"2229","MIFK9547","FK-PB337","RBI-513-811",5.25,2,10.5,2016-07-26
"2230","CHHF4589","HF-JP738","RSI-802-493",6.15,7,43.05,2016-04-08
"2231","MIAL3314","AL-PT831","RSI-802-493",6.15,10,61.5,2016-04-23
"2232","SFSW1840","SW-TH205","LCS-461-035",7.45,15,111.75,2016-04-04
"2233","NYFL0152","FL-TL942","RBI-513-811",5.25,5,26.25,2016-11-25
"2234","SELL8603","LL-RS639","LCS-461-035",7.45,15,111.75,2016-02-09
"2235","NYFL0152","FL-SS827","RMG-199-201",5.65,15,84.75,2016-11-15
"2236","NYML7932","ML-RG223","ORT-307-942",10.49,7,73.43,2016-06-10
"2237","MIFK9547","FK-NF048","LCS-461-035",7.45,1,7.45,2016-03-31
"2238","NYFL0152","FL-TS704","LZD-622-073",8.89,14,124.46,2016-09-09
"2239","SFSW1840","SW-TH205","RMG-199-201",5.65,7,39.55,2016-11-26
"2240","CHHF4589","HF-NP429","LTP-429-116",7.45,16,119.2,2016-12-07
"2241","CHHF4589","HF-NP429","RFG-388-575",4.65,3,13.95,2016-08-22
"2242","NYFL0152","FL-TS704","ORT-307-942",10.49,7,73.43,2016-06-18
"2243","SFSW1840","SW-RR501","LCS-461-035",7.45,6,44.7,2016-04-15
"2244","CHHF4589","HF-NP429","RBI-513-811",5.25,1,5.25,2016-02-05
"2245","CHHF4589","HF-NP429","OBD-573-022",11.79,13,153.27,2016-05-16
"2246","MIFK9547","FK-PB337","LZD-622-073",8.89,7,62.23,2016-07-20
"2247","CHHF4589","HF-JP738","RSI-802-493",6.15,17,104.55,2016-10-06
"2248","SELL8603","LL-AJ284","OMG-175-129",11.29,17,191.93,2016-08-30
"2249","NYFL0152","FL-TL942","LTP-429-116",7.45,7,52.15,2016-09-23
"2250","SELL8603","LL-AJ284","RFG-388-575",4.65,17,79.05,2016-04-05
"2251","SFSW1840","SW-RR501","LPM-704-265",6.99,12,83.88,2016-06-03
"2252","SELL8603","LL-AJ284","OMG-175-129",11.29,15,169.35,2016-11-29
"2253","CHHF4589","HF-NP429","RBI-513-811",5.25,11,57.75,2016-03-04
"2254","NYFL0152","FL-TS704","RSI-802-493",6.15,1,6.15,2016-12-01
"2255","CHHF4589","HF-JP738","RMG-199-201",5.65,10,56.5,2016-01-30
"2256","SFSW1840","SW-TH205","LCS-461-035",7.45,4,29.8,2016-04-05
"2257","AUWL7026","WL-DT369","OBD-573-022",11.79,6,70.74,2016-01-02
"2258","MIFK9547","FK-PB337","RBI-513-811",5.25,9,47.25,2016-10-07
"2259","SFSW1840","SW-TH205","LZD-622-073",8.89,8,71.12,2016-01-08
"2260","SELL8603","LL-RS639","LCS-461-035",7.45,10,74.5,2016-03-12
"2261","CHHF4589","HF-JP738","RFG-388-575",4.65,8,37.2,2016-02-25
"2262","LAAU6602","AU-HG923","ODD-114-017",9.99,15,149.85,2016-01-11
"2263","LAAU6602","AU-HG923","RMG-199-201",5.65,3,16.95,2016-06-02
"2264","CHHF4589","HF-NP429","OMG-175-129",11.29,1,11.29,2016-12-08
"2265","CHHF4589","HF-NP429","OBD-573-022",11.79,11,129.69,2016-11-09
"2266","NYML7932","ML-RG223","OMG-175-129",11.29,8,90.32,2016-05-01
"2267","SFSW1840","SW-TH205","LTP-429-116",7.45,5,37.25,2016-01-27
"2268","CHHF4589","HF-NP429","RMG-199-201",5.65,8,45.2,2016-06-21
"2269","NYML7932","ML-NB362","RFG-388-575",4.65,17,79.05,2016-07-02
"2270","AUWL7026","WL-DT369","RFG-388-575",4.65,15,69.75,2016-04-26
"2271","NYML7932","ML-RG223","OBD-573-022",11.79,11,129.69,2016-10-26
"2272","NYML7932","ML-NB362","ORT-307-942",10.49,3,31.47,2016-12-13
"2273","NYML7932","ML-NB362","ORT-307-942",10.49,3,31.47,2016-06-03
"2274","SFSW1840","SW-TH205","RMG-199-201",5.65,3,16.95,2016-08-06
"2275","CHHF4589","HF-JP738","OBD-573-022",11.79,10,117.9,2016-05-20
"2276","LAAU6602","AU-HJ434","RSI-802-493",6.15,3,18.45,2016-10-28
"2277","SELL8603","LL-RS639","LTP-429-116",7.45,17,126.65,2016-03-19
"2278","SFSW1840","SW-TH205","LZD-622-073",8.89,2,17.78,2016-06-18
"2279","NYML7932","ML-NB362","RSI-802-493",6.15,10,61.5,2016-06-08
"2280","MIAL3314","AL-PT831","RSI-802-493",6.15,11,67.65,2016-08-29
"2281","MIFK9547","FK-PB337","RMG-199-201",5.65,12,67.8,2016-09-27
"2282","SELL8603","LL-AH674","RBI-513-811",5.25,5,26.25,2016-03-19
"2283","NYML7932","ML-RG223","RBI-513-811",5.25,12,63,2016-10-30
"2284","NYML7932","ML-RG223","LPM-704-265",6.99,11,76.89,2016-11-22
"2285","NYFL0152","FL-TS704","LPM-704-265",6.99,10,69.9,2016-09-07
"2286","CHHF4589","HF-NP429","LPM-704-265",6.99,5,34.95,2016-12-10
"2287","MIAL3314","AL-PT831","RSI-802-493",6.15,1,6.15,2016-01-19
"2288","MIFK9547","FK-NF048","LPM-704-265",6.99,15,104.85,2016-09-20
"2289","CHHF4589","HF-NP429","RSI-802-493",6.15,2,12.3,2016-07-27
"2290","NYFL0152","FL-TL942","RMG-199-201",5.65,10,56.5,2016-02-05
"2291","SELL8603","LL-PS563","LZD-622-073",8.89,14,124.46,2016-07-17
"2292","CHHF4589","HF-NP429","RMG-199-201",5.65,12,67.8,2016-11-20
"2293","LAAU6602","AU-HG923","LZD-622-073",8.89,7,62.23,2016-06-29
"2294","CHHF4589","HF-NP429","LTP-429-116",7.45,8,59.6,2016-04-14
"2295","MIFK9547","FK-PB337","RMG-199-201",5.65,8,45.2,2016-05-12
"2296","MIAL3314","AL-PT831","LCS-461-035",7.45,9,67.05,2016-07-24
"2297","NYML7932","ML-RG223","LZD-622-073",8.89,16,142.24,2016-11-29
"2298","SELL8603","LL-AH674","LCS-461-035",7.45,6,44.7,2016-10-06
"2299","NYML7932","ML-NB362","RSI-802-493",6.15,12,73.8,2016-08-31
"2300","NYFL0152","FL-TS704","LPM-704-265",6.99,9,62.91,2016-09-04
"2301","CHHF4589","HF-NP429","RSI-802-493",6.15,5,30.75,2016-04-18
"2302","NYML7932","ML-JM463","RBI-513-811",5.25,6,31.5,2016-06-20
"2303","NYFL0152","FL-TL942","ORT-307-942",10.49,9,94.41,2016-07-25
"2304","CHHF4589","HF-NP429","ORT-307-942",10.49,11,115.39,2016-11-17
"2305","NYML7932","ML-RG223","RMG-199-201",5.65,7,39.55,2016-09-14
"2306","NYML7932","ML-JM463","ORT-307-942",10.49,12,125.88,2016-06-02
"2307","MIFK9547","FK-PB337","LPM-704-265",6.99,9,62.91,2016-07-02
"2308","SFSW1840","SW-TH205","RFG-388-575",4.65,4,18.6,2016-03-23
"2309","NYML7932","ML-NB362","RBI-513-811",5.25,8,42,2016-09-28
"2310","AUWL7026","WL-DT369","RSI-802-493",6.15,7,43.05,2016-03-29
"2311","NYFL0152","FL-TL942","RFG-388-575",4.65,12,55.8,2016-12-04
"2312","CHHF4589","HF-NP429","LPM-704-265",6.99,10,69.9,2016-10-20
"2313","NYML7932","ML-JM463","RMG-199-201",5.65,3,16.95,2016-10-09
"2314","SFSW1840","SW-TH205","RMG-199-201",5.65,2,11.3,2016-12-17
"2315","SELL8603","LL-AJ284","RBI-513-811",5.25,11,57.75,2016-05-23
"2316","SELL8603","LL-AH674","LZD-622-073",8.89,10,88.9,2016-03-25
"2317","LAAU6602","AU-HJ434","RFG-388-575",4.65,8,37.2,2016-02-08
"2318","CHHF4589","HF-NP429","RBI-513-811",5.25,16,84,2016-03-31
"2319","SELL8603","LL-AH674","RBI-513-811",5.25,15,78.75,2016-09-26
"2320","CHHF4589","HF-NP429","ORT-307-942",10.49,16,167.84,2016-07-07
"2321","AUWL7026","WL-WL903","LZD-622-073",8.89,8,71.12,2016-04-06
"2322","SELL8603","LL-PS563","OBD-573-022",11.79,10,117.9,2016-11-12
"2323","SELL8603","LL-AJ284","LCS-461-035",7.45,17,126.65,2016-10-04
"2324","SFSW1840","SW-TH205","RBI-513-811",5.25,5,26.25,2016-09-14
"2325","CHHF4589","HF-NP429","OBD-573-022",11.79,3,35.37,2016-07-05
"2326","SFSW1840","SW-TH205","LZD-622-073",8.89,9,80.01,2016-01-14
"2327","SELL8603","LL-AH674","RBI-513-811",5.25,4,21,2016-07-21
"2328","CHHF4589","HF-NP429","LCS-461-035",7.45,13,96.85,2016-08-19
"2329","NYML7932","ML-NB362","LCS-461-035",7.45,2,14.9,2016-11-30
"2330","SFSW1840","SW-TH205","LTP-429-116",7.45,15,111.75,2016-07-27
"2331","SFSW1840","SW-RR501","OBD-573-022",11.79,2,23.58,2016-10-31
"2332","MIAL3314","AL-PT831","ORT-307-942",10.49,1,10.49,2016-04-19
"2333","AUWL7026","WL-DT369","OBD-573-022",11.79,3,35.37,2016-01-16
"2334","AUWL7026","WL-WL903","RBI-513-811",5.25,14,73.5,2016-08-15
"2335","CHHF4589","HF-NP429","LCS-461-035",7.45,4,29.8,2016-01-12
"2336","SFSW1840","SW-TH205","LCS-461-035",7.45,4,29.8,2016-05-20
"2337","AUWL7026","WL-WL903","RSI-802-493",6.15,7,43.05,2016-11-23
"2338","CHHF4589","HF-NP429","RSI-802-493",6.15,6,36.9,2016-01-12
"2339","CHHF4589","HF-NP429","RMG-199-201",5.65,9,50.85,2016-01-26
"2340","CHHF4589","HF-NP429","RMG-199-201",5.65,8,45.2,2016-10-25
"2341","CHHF4589","HF-NP429","RFG-388-575",4.65,1,4.65,2016-03-10
"2342","SFSW1840","SW-TH205","RSI-802-493",6.15,6,36.9,2016-11-25
"2343","SELL8603","LL-RS639","RFG-388-575",4.65,14,65.1,2016-05-25
"2344","AUWL7026","WL-DT369","RSI-802-493",6.15,17,104.55,2016-11-23
"2345","CHHF4589","HF-NP429","LTP-429-116",7.45,3,22.35,2016-06-20
"2346","SELL8603","LL-PS563","ORT-307-942",10.49,5,52.45,2016-04-29
"2347","NYFL0152","FL-TL942","RMG-199-201",5.65,14,79.1,2016-09-24
"2348","NYML7932","ML-NB362","RMG-199-201",5.65,12,67.8,2016-02-23
"2349","MIFK9547","FK-PB337","RMG-199-201",5.65,5,28.25,2016-07-26
"2350","CHHF4589","HF-NP429","LZD-622-073",8.89,1,8.89,2016-12-12
"2351","SELL8603","LL-AJ284","LCS-461-035",7.45,15,111.75,2016-10-06
"2352","SELL8603","LL-AH674","RMG-199-201",5.65,2,11.3,2016-06-29
"2353","SELL8603","LL-PS563","OBD-573-022",11.79,15,176.85,2016-11-07
"2354","SFSW1840","SW-TH205","RFG-388-575",4.65,15,69.75,2016-12-30
"2355","SELL8603","LL-RS639","OBD-573-022",11.79,4,47.16,2016-11-01
"2356","NYML7932","ML-JM463","OMG-175-129",11.29,12,135.48,2016-08-06
"2357","SFSW1840","SW-TH205","OMG-175-129",11.29,2,22.58,2016-06-30
"2358","CHHF4589","HF-NP429","RMG-199-201",5.65,11,62.15,2016-05-22
"2359","NYFL0152","FL-SS827","RFG-388-575",4.65,11,51.15,2016-11-04
"2360","SFSW1840","SW-TH205","LCS-461-035",7.45,7,52.15,2016-02-20
"2361","CHHF4589","HF-NP429","RMG-199-201",5.65,2,11.3,2016-12-23
"2362","MIAL3314","AL-PT831","LTP-429-116",7.45,6,44.7,2016-03-04
"2363","AUWL7026","WL-WL903","RBI-513-811",5.25,11,57.75,2016-06-23
"2364","CHHF4589","HF-NP429","RFG-388-575",4.65,14,65.1,2016-04-16
"2365","LAAU6602","AU-HJ434","RSI-802-493",6.15,14,86.1,2016-08-14
"2366","NYML7932","ML-NB362","ORT-307-942",10.49,17,178.33,2016-04-25
"2367","SFSW1840","SW-TH205","LCS-461-035",7.45,14,104.3,2016-09-28
"2368","LAAU6602","AU-BT861","RFG-388-575",4.65,17,79.05,2016-08-13
"2369","SELL8603","LL-PS563","LPM-704-265",6.99,9,62.91,2016-08-26
"2370","SFSW1840","SW-TH205","ORT-307-942",10.49,15,157.35,2016-01-25
"2371","NYFL0152","FL-TS704","RSI-802-493",6.15,6,36.9,2016-12-30
"2372","CHHF4589","HF-NP429","RSI-802-493",6.15,4,24.6,2016-11-24
"2373","CHHF4589","HF-NP429","RBI-513-811",5.25,11,57.75,2016-10-06
"2374","MIAL3314","AL-PT831","LZD-622-073",8.89,5,44.45,2016-12-11
"2375","SELL8603","LL-AH674","LTP-429-116",7.45,2,14.9,2016-10-09
"2376","NYFL0152","FL-TL942","LZD-622-073",8.89,11,97.79,2016-01-13
"2377","SELL8603","LL-AJ284","RSI-802-493",6.15,17,104.55,2016-02-11
"2378","NYML7932","ML-RG223","RSI-802-493",6.15,11,67.65,2016-09-09
"2379","CHHF4589","HF-NP429","RMG-199-201",5.65,7,39.55,2016-06-27
"2380","NYML7932","ML-NB362","LCS-461-035",7.45,15,111.75,2016-03-03
"2381","NYML7932","ML-RG223","LCS-461-035",7.45,1,7.45,2016-11-08
"2382","NYFL0152","FL-SS827","RSI-802-493",6.15,15,92.25,2016-12-17
"2383","MIAL3314","AL-PT831","LCS-461-035",7.45,8,59.6,2016-12-08
"2384","SFSW1840","SW-TH205","LPM-704-265",6.99,12,83.88,2016-03-07
"2385","NYML7932","ML-RG223","LCS-461-035",7.45,4,29.8,2016-03-27
"2386","SELL8603","LL-PS563","ORT-307-942",10.49,5,52.45,2016-08-10
"2387","CHHF4589","HF-NP429","LZD-622-073",8.89,2,17.78,2016-06-30
"2388","NYFL0152","FL-TS704","RMG-199-201",5.65,1,5.65,2016-01-24
"2389","MIFK9547","FK-NF048","LPM-704-265",6.99,12,83.88,2016-05-17
"2390","MIFK9547","FK-PB337","RSI-802-493",6.15,5,30.75,2016-08-07
"2391","SELL8603","LL-PS563","RBI-513-811",5.25,3,15.75,2016-02-22
"2392","SELL8603","LL-RS639","OBD-573-022",11.79,5,58.95,2016-09-09
"2393","SFSW1840","SW-TH205","RMG-199-201",5.65,6,33.9,2016-06-23
"2394","SELL8603","LL-RS639","ORT-307-942",10.49,6,62.94,2016-10-26
"2395","SFSW1840","SW-TH205","ORT-307-942",10.49,6,62.94,2016-11-30
"2396","CHHF4589","HF-NP429","LZD-622-073",8.89,15,133.35,2016-06-21
"2397","MIFK9547","FK-NF048","RMG-199-201",5.65,7,39.55,2016-06-18
"2398","SFSW1840","SW-TH205","RSI-802-493",6.15,12,73.8,2016-11-21
"2399","CHHF4589","HF-NP429","OBD-573-022",11.79,3,35.37,2016-09-24
"2400","NYML7932","ML-JM463","ORT-307-942",10.49,3,31.47,2016-04-23
"2401","AUWL7026","WL-DT369","ORT-307-942",10.49,9,94.41,2016-09-10
"2402","AUWL7026","WL-DT369","LTP-429-116",7.45,7,52.15,2016-01-03
"2403","AUWL7026","WL-WL903","LCS-461-035",7.45,6,44.7,2016-08-02
"2404","MIFK9547","FK-NF048","LCS-461-035",7.45,1,7.45,2016-05-16
"2405","MIAL3314","AL-PT831","RBI-513-811",5.25,2,10.5,2016-09-20
"2406","MIAL3314","AL-PT831","LCS-461-035",7.45,15,111.75,2016-03-12
"2407","LAAU6602","AU-HJ434","LCS-461-035",7.45,11,81.95,2016-03-19
"2408","SFSW1840","SW-RR501","OMG-175-129",11.29,8,90.32,2016-07-16
"2409","SELL8603","LL-PS563","LCS-461-035",7.45,10,74.5,2016-12-10
"2410","CHHF4589","HF-NP429","RSI-802-493",6.15,1,6.15,2016-05-11
"2411","CHHF4589","HF-NP429","RSI-802-493",6.15,12,73.8,2016-08-03
"2412","CHHF4589","HF-NP429","OMG-175-129",11.29,4,45.16,2016-10-12
"2413","SELL8603","LL-RS639","ORT-307-942",10.49,2,20.98,2016-09-05
"2414","LAAU6602","AU-HJ434","RBI-513-811",5.25,4,21,2016-03-17
"2415","SELL8603","LL-AH674","LCS-461-035",7.45,2,14.9,2016-04-08
"2416","CHHF4589","HF-NP429","LPM-704-265",6.99,7,48.93,2016-07-01
"2417","MIFK9547","FK-NF048","RBI-513-811",5.25,11,57.75,2016-09-25
"2418","CHHF4589","HF-NP429","LCS-461-035",7.45,15,111.75,2016-01-15
"2419","NYFL0152","FL-TS704","RBI-513-811",5.25,11,57.75,2016-02-27
"2420","NYFL0152","FL-TL942","LZD-622-073",8.89,6,53.34,2016-07-06
"2421","SFSW1840","SW-TH205","LTP-429-116",7.45,6,44.7,2016-01-04
"2422","CHHF4589","HF-NP429","RMG-199-201",5.65,7,39.55,2016-05-02
"2423","NYFL0152","FL-TL942","RSI-802-493",6.15,8,49.2,2016-05-12
"2424","NYML7932","ML-RG223","LCS-461-035",7.45,6,44.7,2016-02-06
"2425","CHHF4589","HF-NP429","RBI-513-811",5.25,9,47.25,2016-04-08
"2426","SELL8603","LL-PS563","RMG-199-201",5.65,10,56.5,2016-12-26
"2427","MIAL3314","AL-PT831","RBI-513-811",5.25,12,63,2016-09-18
"2428","SFSW1840","SW-TH205","RBI-513-811",5.25,12,63,2016-09-19
"2429","AUWL7026","WL-DT369","LCS-461-035",7.45,12,89.4,2016-10-14
"2430","CHHF4589","HF-NP429","RFG-388-575",4.65,7,32.55,2016-03-28
"2431","SELL8603","LL-PS563","RSI-802-493",6.15,12,73.8,2016-04-12
"2432","CHHF4589","HF-NP429","ORT-307-942",10.49,4,41.96,2016-11-18
"2433","NYML7932","ML-JM463","RMG-199-201",5.65,3,16.95,2016-12-17
"2434","SFSW1840","SW-TH205","RMG-199-201",5.65,6,33.9,2016-03-14
"2435","AUWL7026","WL-WL903","RFG-388-575",4.65,5,23.25,2016-01-15
"2436","MIFK9547","FK-PB337","OMG-175-129",11.29,15,169.35,2016-08-03
"2437","NYML7932","ML-JM463","LCS-461-035",7.45,13,96.85,2016-01-09
"2438","CHHF4589","HF-NP429","RFG-388-575",4.65,14,65.1,2016-05-17
"2439","AUWL7026","WL-WL903","RMG-199-201",5.65,7,39.55,2016-06-11
"2440","NYML7932","ML-RG223","RMG-199-201",5.65,8,45.2,2016-05-07
"2441","MIFK9547","FK-PB337","RBI-513-811",5.25,10,52.5,2016-07-28
"2442","CHHF4589","HF-NP429","LTP-429-116",7.45,7,52.15,2016-05-18
"2443","SFSW1840","SW-TH205","LPM-704-265",6.99,3,20.97,2016-04-26
"2444","CHHF4589","HF-NP429","RFG-388-575",4.65,14,65.1,2016-04-01
"2445","NYML7932","ML-NB362","RBI-513-811",5.25,17,89.25,2016-07-07
"2446","LAAU6602","AU-HG923","RMG-199-201",5.65,12,67.8,2016-02-02
"2447","CHHF4589","HF-NP429","LZD-622-073",8.89,5,44.45,2016-06-27
"2448","CHHF4589","HF-NP429","RMG-199-201",5.65,12,67.8,2016-06-13
"2449","SFSW1840","SW-TH205","RMG-199-201",5.65,7,39.55,2016-10-19
"2450","NYML7932","ML-NB362","RFG-388-575",4.65,2,9.3,2016-12-15
"2451","SELL8603","LL-PS563","LZD-622-073",8.89,16,142.24,2016-03-23
"2452","CHHF4589","HF-NP429","RSI-802-493",6.15,3,18.45,2016-10-15
"2453","CHHF4589","HF-NP429","RMG-199-201",5.65,9,50.85,2016-08-11
"2454","SELL8603","LL-PS563","RSI-802-493",6.15,6,36.9,2016-03-07
"2455","MIFK9547","FK-NF048","LPM-704-265",6.99,17,118.83,2016-05-25
"2456","CHHF4589","HF-NP429","RMG-199-201",5.65,13,73.45,2016-04-09
"2457","CHHF4589","HF-NP429","RMG-199-201",5.65,9,50.85,2016-11-14
"2458","SFSW1840","SW-TH205","LZD-622-073",8.89,12,106.68,2016-08-27
"2459","CHHF4589","HF-NP429","LPM-704-265",6.99,15,104.85,2016-11-03
"2460","SFSW1840","SW-TH205","RSI-802-493",6.15,1,6.15,2016-06-17
"2461","MIAL3314","AL-PT831","LTP-429-116",7.45,15,111.75,2016-07-10
"2462","NYML7932","ML-NB362","LTP-429-116",7.45,10,74.5,2016-05-28
"2463","SELL8603","LL-RS639","LTP-429-116",7.45,7,52.15,2016-05-01
"2464","NYML7932","ML-JM463","LPM-704-265",6.99,5,34.95,2016-02-03
"2465","AUWL7026","WL-DT369","ODD-114-017",9.99,16,159.84,2016-09-15
"2466","CHHF4589","HF-NP429","LTP-429-116",7.45,15,111.75,2016-07-19
"2467","NYML7932","ML-JM463","LCS-461-035",7.45,6,44.7,2016-08-28
"2468","CHHF4589","HF-JP738","RFG-388-575",4.65,1,4.65,2016-05-12
"2469","CHHF4589","HF-NP429","LCS-461-035",7.45,13,96.85,2016-07-17
"2470","MIFK9547","FK-PB337","LPM-704-265",6.99,14,97.86,2016-04-04
"2471","MIFK9547","FK-NF048","LTP-429-116",7.45,1,7.45,2016-09-19
"2472","CHHF4589","HF-NP429","LZD-622-073",8.89,13,115.57,2016-06-05
"2473","CHHF4589","HF-NP429","RBI-513-811",5.25,1,5.25,2016-01-27
"2474","SELL8603","LL-AH674","OMG-175-129",11.29,3,33.87,2016-09-02
"2475","SELL8603","LL-AH674","LTP-429-116",7.45,2,14.9,2016-04-05
"2476","AUWL7026","WL-DT369","RFG-388-575",4.65,4,18.6,2016-02-28
